number,year,month,day,discharge,ET,precp
4319,1952,7,28,190,0.35,0
4320,1952,7,29,190,0.39,0.25
4321,1952,7,30,178,0.3,0
4322,1952,7,31,164,0.35,0
4323,1952,8,1,149,0.24,0
4324,1952,8,2,165,0.25,0
4325,1952,8,3,160,0.31,0.13
4326,1952,8,4,140,0.33,0
4327,1952,8,5,135,0.38,0.13
4328,1952,8,6,133,0.33,0
4329,1952,8,7,124,0.31,0
4330,1952,8,8,119,0.29,0
4331,1952,8,9,114,0.29,0
4332,1952,8,10,138,0.34,2.03
4333,1952,8,11,182,0.35,0.76
4334,1952,8,12,223,0.33,0.38
4335,1952,8,13,231,0.34,1.22
4336,1952,8,14,214,0.27,0
4337,1952,8,15,187,0.29,0
4338,1952,8,16,173,0.35,0.25
4339,1952,8,17,193,0.33,0.99
4340,1952,8,18,214,0.25,0
4341,1952,8,19,190,0.25,0
4342,1952,8,20,145,0.26,0
4343,1952,8,21,140,0.29,0
4344,1952,8,22,160,0.25,1.4
4345,1952,8,23,170,0.18,0
4346,1952,8,24,150,0.19,0
4347,1952,8,25,125,0.21,0
4348,1952,8,26,114,0.29,0
4349,1952,8,27,100,0.34,0
4350,1952,8,28,94,0.37,0
4351,1952,8,29,90,0.39,0
4352,1952,8,30,90,0.35,0.23
4353,1952,8,31,88,0.31,0
4354,1952,9,1,250,0.23,0
4355,1952,9,2,1010,0.27,0.51
4356,1952,9,3,905,0.26,1.09
4357,1952,9,4,664,0.18,0
4358,1952,9,5,469,0.2,0
4359,1952,9,6,380,0.22,0
4360,1952,9,7,330,0.21,0
4361,1952,9,8,280,0.14,0
4362,1952,9,9,250,0.16,0
4363,1952,9,10,225,0.21,0
4364,1952,9,11,205,0.26,0
4365,1952,9,12,185,0.27,0
4366,1952,9,13,170,0.28,0
4367,1952,9,14,155,0.27,0
4368,1952,9,15,150,0.24,0.13
4369,1952,9,16,175,0.18,1.57
4370,1952,9,17,235,0.16,0
4371,1952,9,18,185,0.19,0
4372,1952,9,19,180,0.25,0.3
4373,1952,9,20,195,0.19,0.51
4374,1952,9,21,190,0.16,0
4375,1952,9,22,175,0.14,0.25
4376,1952,9,23,160,0.15,0
4377,1952,9,24,150,0.16,0
4378,1952,9,25,140,0.15,0
4379,1952,9,26,130,0.17,0
4380,1952,9,27,124,0.12,0.05
4381,1952,9,28,118,0.14,0
4382,1952,9,29,114,0.19,0
4383,1952,9,30,110,0.18,0
4384,1952,10,1,100,0.13,0
4385,1952,10,2,110,0.16,0.1
4386,1952,10,3,170,0.1,1.91
4387,1952,10,4,200,0.09,0.1
4388,1952,10,5,170,0.12,0
4389,1952,10,6,135,0.12,0.05
4390,1952,10,7,124,0.1,0.25
4391,1952,10,8,130,0.07,0
4392,1952,10,9,122,0.08,0
4393,1952,10,10,118,0.08,0
4394,1952,10,11,110,0.07,0
4395,1952,10,12,102,0.08,0
4396,1952,10,13,98,0.12,0
4397,1952,10,14,94,0.14,0
4398,1952,10,15,92,0.12,0
4399,1952,10,16,88,0.12,0.18
4400,1952,10,17,84,0.08,0
4401,1952,10,18,82,0.08,0
4402,1952,10,19,82,0.09,0
4403,1952,10,20,82,0.06,0
4404,1952,10,21,82,0.06,0
4405,1952,10,22,82,0.07,0
4406,1952,10,23,79,0.11,0
4407,1952,10,24,77,0.11,0
4408,1952,10,25,72,0.09,0
4409,1952,10,26,69,0.06,0
4410,1952,10,27,69,0.11,0
4411,1952,10,28,69,0.09,0
4412,1952,10,29,69,0,0.58
4413,1952,10,30,72,0.08,0
4414,1952,10,31,72,0.07,0
4415,1952,11,1,72,0.1,0
4416,1952,11,2,72,0.08,0
4417,1952,11,3,77,0.08,0.1
4418,1952,11,4,74,0.05,0.13
4419,1952,11,5,74,0.05,0
4420,1952,11,6,72,0.06,0
4421,1952,11,7,74,0.05,0.46
4422,1952,11,8,74,0,0.13
4423,1952,11,9,82,0,0
4424,1952,11,10,87,0.05,0.41
4425,1952,11,11,87,0.05,0
4426,1952,11,12,84,0,0
4427,1952,11,13,87,0.05,0
4428,1952,11,14,84,0.06,0
4429,1952,11,15,79,0.06,0
4430,1952,11,16,84,0.1,0.79
4431,1952,11,17,90,0.08,0
4432,1952,11,18,105,0.07,0
4433,1952,11,19,111,0.07,0
4434,1952,11,20,111,0.09,0.43
4435,1952,11,21,202,0.1,1.4
4436,1952,11,22,402,0.09,0.23
4437,1952,11,23,821,0.07,1.55
4438,1952,11,24,934,0.06,0
4439,1952,11,25,665,0.06,0
4440,1952,11,26,556,0.07,0
4441,1952,11,27,504,0.07,0.36
4442,1952,11,28,486,0,0
4443,1952,11,29,422,0,0
4444,1952,11,30,370,0,0
4445,1952,12,1,300,0,0
4446,1952,12,2,270,0,0.13
4447,1952,12,3,310,0,0.48
4448,1952,12,4,290,0,0
4449,1952,12,5,380,0.05,0
4450,1952,12,6,1180,0.04,1.65
4451,1952,12,7,920,0,0
4452,1952,12,8,730,0.04,0
4453,1952,12,9,681,0.04,0
4454,1952,12,10,725,0.07,0
4455,1952,12,11,8300,0.07,7.01
4456,1952,12,12,11900,0.04,2.26
4457,1952,12,13,5020,0,0
4458,1952,12,14,3210,0,0
4459,1952,12,15,2260,0,0
4460,1952,12,16,1810,0,0.08
4461,1952,12,17,1500,0,0
4462,1952,12,18,1280,0,0
4463,1952,12,19,1070,0,0
4464,1952,12,20,898,0,0
4465,1952,12,21,818,0,0.41
4466,1952,12,22,1010,0,1.3
4467,1952,12,23,983,0.04,0
4468,1952,12,24,918,0.04,0
4469,1952,12,25,1010,0.04,0
4470,1952,12,26,940,0,0
4471,1952,12,27,800,0,0
4472,1952,12,28,490,0,0
4473,1952,12,29,520,0,0
4474,1952,12,30,600,0,0
4475,1952,12,31,600,0,0
4476,1953,1,1,540,0.04,0
4477,1953,1,2,500,0.04,0
4478,1953,1,3,520,0.04,0
4479,1953,1,4,500,0,0.28
4480,1953,1,5,400,0,0
4481,1953,1,6,350,0,0.15
4482,1953,1,7,320,0,0.3
4483,1953,1,8,330,0,0.76
4484,1953,1,9,400,0,2.57
4485,1953,1,10,580,0,0.66
4486,1953,1,11,1180,0.05,0.69
4487,1953,1,12,1080,0,0
4488,1953,1,13,860,0,0
4489,1953,1,14,760,0,0
4490,1953,1,15,714,0.06,0
4491,1953,1,16,1230,0.05,0
4492,1953,1,17,1730,0,0
4493,1953,1,18,2030,0,1.14
4494,1953,1,19,2690,0,0
4495,1953,1,20,1960,0.04,0
4496,1953,1,21,1770,0,0.25
4497,1953,1,22,1540,0,0.46
4498,1953,1,23,1360,0,0
4499,1953,1,24,5870,0.06,1.5
4500,1953,1,25,10100,0.05,0.86
4501,1953,1,26,5200,0,0.18
4502,1953,1,27,3300,0,0
4503,1953,1,28,3000,0.04,0.38
4504,1953,1,29,2590,0,0
4505,1953,1,30,1750,0,0
4506,1953,1,31,1600,0.05,0
4507,1953,2,1,1880,0,0.74
4508,1953,2,2,1250,0,0
4509,1953,2,3,1250,0,0.71
4510,1953,2,4,1200,0,0
4511,1953,2,5,940,0,0
4512,1953,2,6,940,0,0
4513,1953,2,7,1610,0.06,1.32
4514,1953,2,8,2240,0,0
4515,1953,2,9,1460,0,0.15
4516,1953,2,10,1240,0,0.2
4517,1953,2,11,1080,0,0
4518,1953,2,12,1100,0,0.41
4519,1953,2,13,1000,0,0
4520,1953,2,14,900,0,0
4521,1953,2,15,920,0.05,0
4522,1953,2,16,880,0,2.26
4523,1953,2,17,820,0,0.18
4524,1953,2,18,700,0,0
4525,1953,2,19,680,0,0
4526,1953,2,20,720,0.05,0
4527,1953,2,21,4870,0.1,0.36
4528,1953,2,22,5340,0.06,0
4529,1953,2,23,3060,0,0
4530,1953,2,24,2400,0.06,0
4531,1953,2,25,2130,0.06,0
4532,1953,2,26,1810,0.05,0.1
4533,1953,2,27,1650,0.06,0
4534,1953,2,28,1460,0,0
4535,1953,3,1,1100,0,0.41
4536,1953,3,2,840,0,0
4537,1953,3,3,820,0,0
4538,1953,3,4,1300,0.09,0.99
4539,1953,3,5,1630,0,0.36
4540,1953,3,6,1100,0,0.15
4541,1953,3,7,980,0,0
4542,1953,3,8,860,0,0
4543,1953,3,9,800,0,0
4544,1953,3,10,780,0,0.2
4545,1953,3,11,640,0,0
4546,1953,3,12,700,0.08,0
4547,1953,3,13,862,0.11,0.13
4548,1953,3,14,1120,0.1,0
4549,1953,3,15,1260,0.09,0
4550,1953,3,16,1850,0.11,1.02
4551,1953,3,17,1900,0.07,0
4552,1953,3,18,1650,0.07,0
4553,1953,3,19,1860,0.09,0.61
4554,1953,3,20,2100,0.07,0.61
4555,1953,3,21,1700,0.07,0
4556,1953,3,22,1500,0.1,0
4557,1953,3,23,1380,0.14,0
4558,1953,3,24,2400,0.13,0.25
4559,1953,3,25,3470,0.11,1.63
4560,1953,3,26,4810,0.11,1.68
4561,1953,3,27,5200,0.08,1.27
4562,1953,3,28,4730,0.08,0.28
4563,1953,3,29,3660,0.09,0
4564,1953,3,30,2960,0.08,0.3
4565,1953,3,31,3220,0.09,1.04
4566,1953,4,1,2560,0.12,0
4567,1953,4,2,2420,0.15,0.48
4568,1953,4,3,2090,0.11,0
4569,1953,4,4,1780,0.12,0
4570,1953,4,5,1760,0.11,0.38
4571,1953,4,6,1530,0.1,0
4572,1953,4,7,2900,0.12,1.32
4573,1953,4,8,3510,0.13,0
4574,1953,4,9,2700,0.13,0
4575,1953,4,10,2540,0.12,0.64
4576,1953,4,11,2340,0.15,0.18
4577,1953,4,12,1860,0.11,0
4578,1953,4,13,1860,0.09,0.28
4579,1953,4,14,1970,0,0.79
4580,1953,4,15,1610,0.12,0
4581,1953,4,16,1590,0.12,0.1
4582,1953,4,17,1590,0.1,0.58
4583,1953,4,18,1450,0.08,0.43
4584,1953,4,19,1590,0.09,0.53
4585,1953,4,20,1580,0.09,0.15
4586,1953,4,21,1510,0.08,0
4587,1953,4,22,1390,0.12,0
4588,1953,4,23,1280,0.18,0.05
4589,1953,4,24,1190,0.14,0.08
4590,1953,4,25,1130,0.18,0.2
4591,1953,4,26,1280,0.25,0.64
4592,1953,4,27,2730,0.15,2.03
4593,1953,4,28,2590,0.11,0.13
4594,1953,4,29,2190,0.12,0
4595,1953,4,30,1870,0.13,0
4596,1953,5,1,3020,0.17,2.54
4597,1953,5,2,4160,0.13,0.94
4598,1953,5,3,3340,0.15,0.18
4599,1953,5,4,2740,0.19,0
4600,1953,5,5,3160,0.31,0.61
4601,1953,5,6,3120,0.25,0.74
4602,1953,5,7,2540,0.26,0
4603,1953,5,8,2300,0.25,0.08
4604,1953,5,9,2540,0.28,0.08
4605,1953,5,10,2080,0.28,0.33
4606,1953,5,11,1640,0.3,0
4607,1953,5,12,1380,0.34,0
4608,1953,5,13,1620,0.3,1.91
4609,1953,5,14,1620,0.26,0.51
4610,1953,5,15,1500,0.3,0
4611,1953,5,16,1690,0.28,1.02
4612,1953,5,17,2040,0.31,1.65
4613,1953,5,18,2080,0.33,0.33
4614,1953,5,19,1700,0.27,0
4615,1953,5,20,1470,0.28,0
4616,1953,5,21,1270,0.29,0
4617,1953,5,22,1120,0.33,0.05
4618,1953,5,23,1340,0.27,0.76
4619,1953,5,24,1110,0.19,0
4620,1953,5,25,871,0.18,0
4621,1953,5,26,826,0.19,0.15
4622,1953,5,27,1020,0.21,1.04
4623,1953,5,28,890,0.16,0.3
4624,1953,5,29,724,0.15,0
4625,1953,5,30,724,0.18,0
4626,1953,5,31,783,0.19,0.64
4627,1953,6,1,660,0.25,0
4628,1953,6,2,540,0.22,0
4629,1953,6,3,470,0.21,0
4630,1953,6,4,420,0.31,0
4631,1953,6,5,450,0.37,0.15
4632,1953,6,6,450,0.45,0
4633,1953,6,7,490,0.42,0.46
4634,1953,6,8,410,0.28,0.08
4635,1953,6,9,360,0.49,0
4636,1953,6,10,310,0.37,0
4637,1953,6,11,270,0.24,0
4638,1953,6,12,240,0.22,0
4639,1953,6,13,280,0.22,0
4640,1953,6,14,290,0.27,0.3
4641,1953,6,15,250,0.28,0
4642,1953,6,16,210,0.3,0
4643,1953,6,17,190,0.32,0
4644,1953,6,18,175,0.33,0
4645,1953,6,19,165,0.42,0
4646,1953,6,20,155,0.44,0
4647,1953,6,21,150,0.51,2.62
4648,1953,6,22,155,0.49,0
4649,1953,6,23,140,0.36,0
4650,1953,6,24,130,0.26,0
4651,1953,6,25,120,0.33,0
4652,1953,6,26,165,0.49,0
4653,1953,6,27,371,0.38,0.53
4654,1953,6,28,205,0.35,0
4655,1953,6,29,550,0.45,2.87
4656,1953,6,30,594,0.4,0
4657,1953,7,1,322,0.42,0
4658,1953,7,2,251,0.46,0.05
4659,1953,7,3,223,0.44,1.14
4660,1953,7,4,193,0.32,0
4661,1953,7,5,166,0.3,0
4662,1953,7,6,153,0.36,0
4663,1953,7,7,140,0.36,0
4664,1953,7,8,135,0.32,0
4665,1953,7,9,174,0.27,0.69
4666,1953,7,10,153,0.25,0
4667,1953,7,11,148,0.28,0
4668,1953,7,12,128,0.3,0
4669,1953,7,13,117,0.33,0
4670,1953,7,14,110,0.35,0.3
4671,1953,7,15,103,0.41,0
4672,1953,7,16,97,0.39,0
4673,1953,7,17,93,0.43,0
4674,1953,7,18,89,0.48,0
4675,1953,7,19,85,0.51,0
4676,1953,7,20,91,0.45,0.74
4677,1953,7,21,87,0.48,0
4678,1953,7,22,83,0.46,0
4679,1953,7,23,93,0.33,0.56
4680,1953,7,24,142,0.36,0.43
4681,1953,7,25,131,0.29,0
4682,1953,7,26,106,0.33,0
4683,1953,7,27,93,0.47,0
4684,1953,7,28,83,0.36,0.08
4685,1953,7,29,75,0.31,0
4686,1953,7,30,93,0.46,0.48
4687,1953,7,31,79,0.33,0.51
4688,1953,8,1,70,0.23,0
4689,1953,8,2,70,0.26,0.15
4690,1953,8,3,66,0.24,0.08
4691,1953,8,4,62,0.24,0
4692,1953,8,5,62,0.28,0.05
4693,1953,8,6,62,0.27,0
4694,1953,8,7,58,0.26,0
4695,1953,8,8,54,0.29,0
4696,1953,8,9,54,0.35,0
4697,1953,8,10,56,0.3,0.33
4698,1953,8,11,58,0.29,1.07
4699,1953,8,12,58,0.34,0
4700,1953,8,13,56,0.35,0
4701,1953,8,14,500,0.35,5.08
4702,1953,8,15,668,0.3,0
4703,1953,8,16,332,0.25,0
4704,1953,8,17,235,0.27,0
4705,1953,8,18,185,0.21,0
4706,1953,8,19,153,0.21,0
4707,1953,8,20,133,0.21,0
4708,1953,8,21,117,0.22,0
4709,1953,8,22,101,0.25,0
4710,1953,8,23,93,0.27,0
4711,1953,8,24,83,0.29,0
4712,1953,8,25,75,0.32,0
4713,1953,8,26,68,0.33,0
4714,1953,8,27,65,0.38,0
4715,1953,8,28,58,0.36,0
4716,1953,8,29,54,0.36,0
4717,1953,8,30,50,0.36,0
4718,1953,8,31,48,0.38,0
4719,1953,9,1,45,0.29,0
4720,1953,9,2,45,0.35,0.08
4721,1953,9,3,44,0.37,0
4722,1953,9,4,44,0.36,0.25
4723,1953,9,5,58,0.31,0
4724,1953,9,6,193,0.18,2.31
4725,1953,9,7,607,0.22,8.79
4726,1953,9,8,983,0.19,0.41
4727,1953,9,9,417,0.16,0
4728,1953,9,10,284,0.17,0
4729,1953,9,11,217,0.18,0
4730,1953,9,12,182,0.2,0
4731,1953,9,13,168,0.18,2.26
4732,1953,9,14,260,0.15,0
4733,1953,9,15,214,0.14,0.18
4734,1953,9,16,177,0.18,0
4735,1953,9,17,158,0.16,0.1
4736,1953,9,18,143,0.15,0
4737,1953,9,19,135,0.2,0
4738,1953,9,20,131,0.22,0
4739,1953,9,21,131,0.22,0.18
4740,1953,9,22,148,0.14,0.15
4741,1953,9,23,140,0.12,0
4742,1953,9,24,130,0.12,0
4743,1953,9,25,124,0.14,0
4744,1953,9,26,114,0.23,0
4745,1953,9,27,110,0.21,0
4746,1953,9,28,106,0.17,0
4747,1953,9,29,98,0.17,0
4748,1953,9,30,94,0.22,0
4749,1953,10,1,86,0.14,0
4750,1953,10,2,80,0.13,0
4751,1953,10,3,76,0.14,0
4752,1953,10,4,72,0.16,0
4753,1953,10,5,76,0.14,0.15
4754,1953,10,6,193,0.11,2.62
4755,1953,10,7,472,0.08,2.31
4756,1953,10,8,438,0.07,0.2
4757,1953,10,9,301,0.09,0
4758,1953,10,10,235,0.1,0
4759,1953,10,11,205,0.1,0
4760,1953,10,12,185,0.11,0.18
4761,1953,10,13,171,0.08,0
4762,1953,10,14,163,0.08,0
4763,1953,10,15,150,0.11,0
4764,1953,10,16,140,0.11,0
4765,1953,10,17,131,0.11,0
4766,1953,10,18,126,0.12,0
4767,1953,10,19,117,0.16,0
4768,1953,10,20,110,0.14,0
4769,1953,10,21,106,0.12,0
4770,1953,10,22,101,0.11,0
4771,1953,10,23,97,0.11,0
4772,1953,10,24,95,0.09,0
4773,1953,10,25,95,0.11,0
4774,1953,10,26,91,0.11,0.13
4775,1953,10,27,89,0.1,0
4776,1953,10,28,108,0.14,1.35
4777,1953,10,29,134,0.12,0.05
4778,1953,10,30,461,0.1,2.41
4779,1953,10,31,555,0.1,0
4780,1953,11,1,379,0.07,0
4781,1953,11,2,333,0.08,0
4782,1953,11,3,308,0.07,0
4783,1953,11,4,281,0.08,0
4784,1953,11,5,258,0,0
4785,1953,11,6,235,0,0
4786,1953,11,7,235,0,0.74
4787,1953,11,8,235,0.05,0.79
4788,1953,11,9,242,0.05,0
4789,1953,11,10,268,0,0
4790,1953,11,11,294,0,0
4791,1953,11,12,315,0.06,0
4792,1953,11,13,312,0.05,0
4793,1953,11,14,322,0,0
4794,1953,11,15,318,0.06,0
4795,1953,11,16,312,0.08,0
4796,1953,11,17,356,0.07,0
4797,1953,11,18,344,0.07,0
4798,1953,11,19,326,0.07,0
4799,1953,11,20,315,0.07,0
4800,1953,11,21,308,0.08,0
4801,1953,11,22,298,0.11,0
4802,1953,11,23,1020,0.1,0
4803,1953,11,24,1470,0.06,0
4804,1953,11,25,1160,0.07,0
4805,1953,11,26,1630,0.05,1.78
4806,1953,11,27,1300,0,0
4807,1953,11,28,1100,0,0
4808,1953,11,29,964,0,0
4809,1953,11,30,858,0,0
4810,1953,12,1,783,0.04,0.1
4811,1953,12,2,736,0,0
4812,1953,12,3,652,0,0
4813,1953,12,4,599,0.05,0
4814,1953,12,5,696,0.07,0.64
4815,1953,12,6,1310,0.04,0
4816,1953,12,7,5740,0.06,4.17
4817,1953,12,8,3750,0.06,0
4818,1953,12,9,2720,0.05,0
4819,1953,12,10,3250,0.06,1.24
4820,1953,12,11,2460,0,0
4821,1953,12,12,1980,0.05,0
4822,1953,12,13,1950,0.04,0.38
4823,1953,12,14,2000,0.04,0.71
4824,1953,12,15,2650,0.05,0.28
4825,1953,12,16,1960,0,0
4826,1953,12,17,1550,0,0.05
4827,1953,12,18,1200,0,0
4828,1953,12,19,1080,0,0.13
4829,1953,12,20,1100,0,0
4830,1953,12,21,1100,0.05,0
4831,1953,12,22,1100,0.05,0.25
4832,1953,12,23,1090,0.04,0
4833,1953,12,24,820,0,0.08
4834,1953,12,25,700,0,0
4835,1953,12,26,720,0,0
4836,1953,12,27,660,0,0
4837,1953,12,28,610,0,0
4838,1953,12,29,574,0,0
4839,1953,12,30,548,0,0
4840,1953,12,31,480,0,0
4841,1954,1,1,380,0,0.25
4842,1954,1,2,380,0,0.08
4843,1954,1,3,480,0.04,0
4844,1954,1,4,460,0,0
4845,1954,1,5,400,0,0
4846,1954,1,6,420,0,0.56
4847,1954,1,7,340,0,0.41
4848,1954,1,8,245,0,0.08
4849,1954,1,9,250,0,0
4850,1954,1,10,330,0,0.2
4851,1954,1,11,310,0,0.08
4852,1954,1,12,280,0,0.48
4853,1954,1,13,270,0,0
4854,1954,1,14,260,0,0
4855,1954,1,15,290,0,0.33
4856,1954,1,16,300,0,0.56
4857,1954,1,17,290,0,0
4858,1954,1,18,250,0,0
4859,1954,1,19,270,0,0
4860,1954,1,20,380,0.06,0
4861,1954,1,21,2000,0.05,1.22
4862,1954,1,22,1950,0,0
4863,1954,1,23,920,0,0
4864,1954,1,24,880,0,0
4865,1954,1,25,1000,0,0
4866,1954,1,26,1020,0.05,0
4867,1954,1,27,4220,0.07,1.83
4868,1954,1,28,4860,0,0.64
4869,1954,1,29,2740,0,0
4870,1954,1,30,2230,0,0
4871,1954,1,31,1730,0,0.28
4872,1954,2,1,1300,0,0
4873,1954,2,2,1250,0,0
4874,1954,2,3,1200,0,0
4875,1954,2,4,1080,0,1.24
4876,1954,2,5,940,0,0
4877,1954,2,6,820,0,0.05
4878,1954,2,7,700,0,0
4879,1954,2,8,620,0,0.15
4880,1954,2,9,640,0,0.28
4881,1954,2,10,620,0,0.23
4882,1954,2,11,560,0,0
4883,1954,2,12,400,0,0
4884,1954,2,13,250,0,0.08
4885,1954,2,14,420,0,0
4886,1954,2,15,600,0.08,0
4887,1954,2,16,2000,0.11,0
4888,1954,2,17,8100,0.09,2.54
4889,1954,2,18,7160,0.06,0.69
4890,1954,2,19,4390,0.06,0
4891,1954,2,20,3280,0.06,0
4892,1954,2,21,3130,0.08,0
4893,1954,2,22,5060,0.07,1.88
4894,1954,2,23,3520,0.05,0
4895,1954,2,24,2860,0.06,0
4896,1954,2,25,2720,0.06,0.46
4897,1954,2,26,2210,0.06,0
4898,1954,2,27,1980,0.06,0.28
4899,1954,2,28,1650,0.08,0
4900,1954,3,1,1660,0.15,0
4901,1954,3,2,2810,0.09,0.86
4902,1954,3,3,2230,0.07,0
4903,1954,3,4,2150,0,0.86
4904,1954,3,5,1650,0,0.05
4905,1954,3,6,1500,0,0
4906,1954,3,7,1300,0,0
4907,1954,3,8,1310,0.07,0
4908,1954,3,9,1150,0,0
4909,1954,3,10,1130,0.08,0.28
4910,1954,3,11,1060,0,0
4911,1954,3,12,864,0,0
4912,1954,3,13,820,0,0
4913,1954,3,14,950,0,0.91
4914,1954,3,15,1100,0,0.79
4915,1954,3,16,880,0,0.08
4916,1954,3,17,820,0,0
4917,1954,3,18,802,0,0
4918,1954,3,19,765,0.07,0
4919,1954,3,20,1360,0.1,1.4
4920,1954,3,21,1790,0,0.1
4921,1954,3,22,1400,0,0
4922,1954,3,23,1420,0.07,0
4923,1954,3,24,1310,0.08,0
4924,1954,3,25,1310,0.09,0
4925,1954,3,26,1890,0.11,1.17
4926,1954,3,27,1550,0.07,0
4927,1954,3,28,1390,0.08,0
4928,1954,3,29,1390,0.1,0.1
4929,1954,3,30,1300,0,0.43
4930,1954,3,31,1250,0,0
4931,1954,4,1,1140,0,0.25
4932,1954,4,2,1060,0,0
4933,1954,4,3,960,0,0.23
4934,1954,4,4,860,0,0
4935,1954,4,5,800,0.1,0
4936,1954,4,6,800,0.13,0.1
4937,1954,4,7,930,0.2,0.38
4938,1954,4,8,864,0.2,0
4939,1954,4,9,877,0.1,0.41
4940,1954,4,10,789,0.12,0
4941,1954,4,11,789,0.16,0
4942,1954,4,12,944,0.13,0.64
4943,1954,4,13,877,0.14,0
4944,1954,4,14,802,0.15,0
4945,1954,4,15,796,0.15,0.1
4946,1954,4,16,789,0.14,0.2
4947,1954,4,17,6710,0.15,3.81
4948,1954,4,18,5130,0.14,0.38
4949,1954,4,19,3610,0.21,0
4950,1954,4,20,2680,0.24,0
4951,1954,4,21,2070,0.25,0
4952,1954,4,22,1700,0.29,0
4953,1954,4,23,2000,0.22,1.24
4954,1954,4,24,2040,0.16,0.48
4955,1954,4,25,1640,0.2,0.05
4956,1954,4,26,1480,0.15,0
4957,1954,4,27,1720,0.15,0.3
4958,1954,4,28,2380,0.14,1.17
4959,1954,4,29,2280,0.19,0.2
4960,1954,4,30,1820,0.19,0
4961,1954,5,1,1590,0.31,0
4962,1954,5,2,1460,0.35,0
4963,1954,5,3,1330,0.36,0
4964,1954,5,4,2120,0.21,1.52
4965,1954,5,5,1850,0.12,0
4966,1954,5,6,1500,0.13,0
4967,1954,5,7,1340,0.17,0
4968,1954,5,8,1440,0.19,0.43
4969,1954,5,9,1620,0.16,1.12
4970,1954,5,10,2100,0.14,0.33
4971,1954,5,11,3820,0.13,2.67
4972,1954,5,12,3040,0.16,0.08
4973,1954,5,13,2490,0.18,0.05
4974,1954,5,14,1990,0.19,0
4975,1954,5,15,1650,0.22,0
4976,1954,5,16,1410,0.22,0
4977,1954,5,17,1200,0.26,0
4978,1954,5,18,1020,0.18,0
4979,1954,5,19,884,0.21,0
4980,1954,5,20,808,0.23,0.08
4981,1954,5,21,808,0.21,0.51
4982,1954,5,22,1380,0.19,1.35
4983,1954,5,23,1330,0.19,0.43
4984,1954,5,24,1030,0.2,0.05
4985,1954,5,25,910,0.23,0
4986,1954,5,26,820,0.21,0.03
4987,1954,5,27,713,0.18,0
4988,1954,5,28,651,0.27,0
4989,1954,5,29,713,0.36,0.79
4990,1954,5,30,808,0.29,0.56
4991,1954,5,31,662,0.24,0
4992,1954,6,1,540,0.41,0
4993,1954,6,2,668,0.39,1.7
4994,1954,6,3,646,0.3,0.08
4995,1954,6,4,619,0.36,0.08
4996,1954,6,5,566,0.29,0
4997,1954,6,6,515,0.21,0.1
4998,1954,6,7,476,0.29,0
4999,1954,6,8,416,0.28,0
5000,1954,6,9,363,0.31,0
5001,1954,6,10,327,0.36,0
5002,1954,6,11,691,0.39,0.1
5003,1954,6,12,442,0.35,0
5004,1954,6,13,1010,0.42,3.05
5005,1954,6,14,987,0.37,0
5006,1954,6,15,619,0.4,0
5007,1954,6,16,750,0.35,1.5
5008,1954,6,17,646,0.28,0
5009,1954,6,18,505,0.28,0
5010,1954,6,19,420,0.32,0
5011,1954,6,20,363,0.36,0
5012,1954,6,21,315,0.51,0
5013,1954,6,22,281,0.47,0.05
5014,1954,6,23,369,0.44,2.13
5015,1954,6,24,518,0.38,0.74
5016,1954,6,25,343,0.4,0
5017,1954,6,26,277,0.46,0.2
5018,1954,6,27,252,0.38,0.48
5019,1954,6,28,281,0.27,0.56
5020,1954,6,29,281,0.3,0.05
5021,1954,6,30,245,0.32,0
5022,1954,7,1,222,0.38,0.36
5023,1954,7,2,242,0.38,0.56
5024,1954,7,3,222,0.31,0.2
5025,1954,7,4,203,0.33,0.05
5026,1954,7,5,194,0.33,0
5027,1954,7,6,191,0.31,0
5028,1954,7,7,171,0.35,0
5029,1954,7,8,160,0.33,0.97
5030,1954,7,9,158,0.25,0
5031,1954,7,10,152,0.26,0
5032,1954,7,11,140,0.29,0
5033,1954,7,12,128,0.3,0
5034,1954,7,13,118,0.44,0
5035,1954,7,14,112,0.43,0
5036,1954,7,15,112,0.46,1.98
5037,1954,7,16,140,0.29,0
5038,1954,7,17,150,0.27,0
5039,1954,7,18,125,0.33,0
5040,1954,7,19,116,0.41,0
5041,1954,7,20,108,0.36,0
5042,1954,7,21,116,0.41,0
5043,1954,7,22,140,0.33,0
5044,1954,7,23,160,0.31,0
5045,1954,7,24,125,0.31,0
5046,1954,7,25,110,0.33,0.36
5047,1954,7,26,108,0.35,0.2
5048,1954,7,27,104,0.37,0
5049,1954,7,28,102,0.4,0
5050,1954,7,29,96,0.42,0
5051,1954,7,30,90,0.49,0.76
5052,1954,7,31,96,0.45,0
5053,1954,8,1,88,0.36,0.05
5054,1954,8,2,80,0.27,0
5055,1954,8,3,86,0.3,0.41
5056,1954,8,4,96,0.3,1.02
5057,1954,8,5,90,0.27,0
5058,1954,8,6,90,0.29,0
5059,1954,8,7,82,0.28,0.18
5060,1954,8,8,76,0.26,0
5061,1954,8,9,69,0.3,0
5062,1954,8,10,65,0.32,0
5063,1954,8,11,67,0.27,0.28
5064,1954,8,12,65,0.22,0.13
5065,1954,8,13,60,0.26,0
5066,1954,8,14,58,0.24,0
5067,1954,8,15,67,0.26,0.28
5068,1954,8,16,62,0.36,0
5069,1954,8,17,55,0.26,0
